# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	875891	877027	-	XP_012647552.1		XM_012792098.1	Macrophage erythroblast attacher		24423559	BMR1_01G02420	1137	378	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	877257	877940	+						24423560	BMR1_01G02430	684		partial;old_locus_tag=BBM_I02430
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	877257	877940	+	XM_012792099.1		XP_012647553.1			24423560	BMR1_01G02430	684	684	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	877257	877940	+	XP_012647553.1		XM_012792099.1	hypothetical protein		24423560	BMR1_01G02430	684	227	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	878161	880247	-						24423561	BMR1_01G02435	2087		partial;old_locus_tag=BBM_I02435
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	878161	880247	-	XM_012792100.1		XP_012647554.1	sugar transporter, putative		24423561	BMR1_01G02435	1662	1662	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	878161	880247	-	XP_012647554.1		XM_012792100.1	sugar transporter, putative		24423561	BMR1_01G02435	1662	553	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	881469	882347	+						24423562	BMR1_01G02440	879		partial;old_locus_tag=BBM_I02440
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	881469	882347	+	XM_012792101.1		XP_012647555.1	ER lumen protein retaining receptor		24423562	BMR1_01G02440	837	837	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	881469	882347	+	XP_012647555.1		XM_012792101.1	ER lumen protein retaining receptor		24423562	BMR1_01G02440	837	278	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	882728	884180	+						24423563	BMR1_01G02441	1453		partial;old_locus_tag=BBM_I02445
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	882728	884180	+	XM_021482891.1		XP_021337481.1	GPI transamidase subunit PIG-U		24423563	BMR1_01G02441	1368	1368	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	882728	884180	+	XP_021337481.1		XM_021482891.1	GPI transamidase subunit PIG-U		24423563	BMR1_01G02441	1368	455	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	884250	884765	+						24423565	BMR1_01G02455	516		partial;old_locus_tag=BBM_I02455
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	884250	884765	+	XM_012792104.1		XP_012647558.1	TSR2, pre-rRNA-processing protein TSR2		24423565	BMR1_01G02455	453	453	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	884250	884765	+	XP_012647558.1		XM_012792104.1	TSR2, pre-rRNA-processing protein TSR2		24423565	BMR1_01G02455	453	150	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	885079	887993	-						24423566	BMR1_01G02460	2915		partial;old_locus_tag=BBM_I02460
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	885079	887993	-	XM_012792105.1		XP_012647559.1	BMS1, ribosome biogenesis protein BMS1		24423566	BMR1_01G02460	2895	2895	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	885079	887993	-	XP_012647559.1		XM_012792105.1	BMS1, ribosome biogenesis protein BMS1		24423566	BMR1_01G02460	2895	964	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	888231	889019	-						24423567	BMR1_01G02465	789		partial;old_locus_tag=BBM_I02465
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	888231	889019	-	XM_012792106.1		XP_012647560.1	hypothetical protein		24423567	BMR1_01G02465	789	789	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	888231	889019	-	XP_012647560.1		XM_012792106.1	hypothetical protein		24423567	BMR1_01G02465	789	262	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	889419	891341	-						24423568	BMR1_01G02470	1923		partial;old_locus_tag=BBM_I02470
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	889419	891341	-	XM_012792107.1		XP_012647561.1	CW-type Zinc Finger		24423568	BMR1_01G02470	1923	1923	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	889419	891341	-	XP_012647561.1		XM_012792107.1	CW-type Zinc Finger		24423568	BMR1_01G02470	1923	640	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	891621	892203	-						24423569	BMR1_01G02475	583		partial;old_locus_tag=BBM_I02475
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	891621	892203	-	XM_021482892.1		XP_021337482.1	EF hand		24423569	BMR1_01G02475	501	501	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	891621	892203	-	XP_021337482.1		XM_021482892.1	EF hand		24423569	BMR1_01G02475	501	166	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	893051	894031	-						24423570	BMR1_01G02480	981		partial;old_locus_tag=BBM_I02480
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	893051	894031	-	XM_012792109.1		XP_012647563.1			24423570	BMR1_01G02480	981	981	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	893051	894031	-	XP_012647563.1		XM_012792109.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		24423570	BMR1_01G02480	981	326	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	894199	895751	+						24423571	BMR1_01G02485	1553		partial;old_locus_tag=BBM_I02485
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	894199	895751	+	XM_021482893.1		XP_021337483.1	Cathepsin E-B		24423571	BMR1_01G02485	1278	1278	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	894199	895751	+	XP_021337483.1		XM_021482893.1	Cathepsin E-B		24423571	BMR1_01G02485	1278	425	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	896364	897798	+						24423572	BMR1_01G02490	1435		partial;old_locus_tag=BBM_I02490
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	896364	897798	+	XM_012792111.1		XP_012647565.1	conserved protein, unknown function		24423572	BMR1_01G02490	1350	1350	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	896364	897798	+	XP_012647565.1		XM_012792111.1	conserved protein, unknown function		24423572	BMR1_01G02490	1350	449	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	898274	899313	+						24423573	BMR1_01G02495	1040		partial;old_locus_tag=BBM_I02495
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	898274	899313	+	XM_012792112.1		XP_012647566.1	conserved Plasmodium protein, unknown function		24423573	BMR1_01G02495	1014	1014	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	898274	899313	+	XP_012647566.1		XM_012792112.1	conserved Plasmodium protein, unknown function		24423573	BMR1_01G02495	1014	337	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	899769	900972	-						24423574	BMR1_01G02500	1204		partial;old_locus_tag=BBM_I02500
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	899769	900972	-	XM_021482894.1		XP_021337484.1	casein kinase 1		24423574	BMR1_01G02500	1035	1035	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	899769	900972	-	XP_021337484.1		XM_021482894.1	casein kinase 1		24423574	BMR1_01G02500	1035	344	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	901330	902371	-						33043614	BMR1_01G02501	1042		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	901330	902371	-	XM_021482895.1		XP_021337485.1	conserved Plasmodium protein, unknown function		33043614	BMR1_01G02501	1023	1023	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	901330	902371	-	XP_021337485.1		XM_021482895.1	conserved Plasmodium protein, unknown function		33043614	BMR1_01G02501	1023	340	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	903346	906930	-						24423575	BMR1_01G02502	3585		partial;old_locus_tag=BBM_I02505
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	903346	906930	-	XM_021482896.1		XP_021337486.1	RecF/RecN/SMC N terminal domain		24423575	BMR1_01G02502	3417	3417	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	903346	906930	-	XP_021337486.1		XM_021482896.1	RecF/RecN/SMC N terminal domain		24423575	BMR1_01G02502	3417	1138	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	907449	909249	-						24423576	BMR1_01G02503	1801		partial;old_locus_tag=BBM_I02515
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	907449	909249	-	XM_021482898.1		XP_021337487.1	hypothetical protein		24423576	BMR1_01G02503	1719	1719	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	907449	909249	-	XP_021337487.1		XM_021482898.1	hypothetical protein		24423576	BMR1_01G02503	1719	572	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909404	909577	+						33043615	BMR1_01G02504	174		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909404	909577	+	XM_021482899.1		XP_021337488.1			33043615	BMR1_01G02504	174	174	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909404	909577	+	XP_021337488.1		XM_021482899.1	hypothetical protein		33043615	BMR1_01G02504	174	57	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909842	912113	-						24423578	BMR1_01G02505	2272		partial;old_locus_tag=BBM_I02525
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909842	912113	-	XM_021482900.1		XP_021337489.1	structural maintenance of chromosome 3 (chondroitin sulfate)		24423578	BMR1_01G02505	2145	2145	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	909842	912113	-	XP_021337489.1		XM_021482900.1	structural maintenance of chromosome 3 (chondroitin sulfate)		24423578	BMR1_01G02505	2145	714	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912332	912520	-						33043616	BMR1_01G02506	189		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912332	912520	-	XM_021482901.1		XP_021337490.1			33043616	BMR1_01G02506	189	189	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912332	912520	-	XP_021337490.1		XM_021482901.1	hypothetical protein		33043616	BMR1_01G02506	189	62	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912754	915504	+						24423580	BMR1_01G02535	2751		partial;old_locus_tag=BBM_I02535
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912754	915504	+	XM_012792119.1		XP_012647573.1	Cleavage and polyadenylation specificity factor subunit 2		24423580	BMR1_01G02535	2751	2751	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	912754	915504	+	XP_012647573.1		XM_012792119.1	Cleavage and polyadenylation specificity factor subunit 2		24423580	BMR1_01G02535	2751	916	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	915721	917421	+						24423581	BMR1_01G02540	1701		partial;old_locus_tag=BBM_I02540
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	915721	917421	+	XM_012792120.1		XP_012647574.1	RING finger protein PFF0165c		24423581	BMR1_01G02540	1701	1701	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	915721	917421	+	XP_012647574.1		XM_012792120.1	RING finger protein PFF0165c		24423581	BMR1_01G02540	1701	566	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	918501	920435	-						24423582	BMR1_01G02545	1935		partial;old_locus_tag=BBM_I02545
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	918501	920435	-	XM_012792121.1		XP_012647575.1	HSPA1_8, heat shock 70kDa protein 1/8		24423582	BMR1_01G02545	1935	1935	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	918501	920435	-	XP_012647575.1		XM_012792121.1	HSPA1_8, heat shock 70kDa protein 1/8		24423582	BMR1_01G02545	1935	644	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	922012	925393	+						24423583	BMR1_01G02550	3382		partial;old_locus_tag=BBM_I02550
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	922012	925393	+	XM_012792122.1		XP_012647576.1	elongator complex protein 3		24423583	BMR1_01G02550	2664	2664	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	922012	925393	+	XP_012647576.1		XM_012792122.1	elongator complex protein 3		24423583	BMR1_01G02550	2664	887	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	925664	926241	-						33043617	BMR1_01G02551	578		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	925664	926241	-	XM_021482902.1		XP_021337491.1	uncharacterized protein		33043617	BMR1_01G02551	513	513	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	925664	926241	-	XP_021337491.1		XM_021482902.1	uncharacterized protein		33043617	BMR1_01G02551	513	170	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926284	926632	-						24423584	BMR1_01G02551_2	349		partial;old_locus_tag=BBM_I02560
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926284	926632	-	XM_012792123.1		XP_012647577.1	Enhancer of rudimentary		24423584	BMR1_01G02551_2	309	309	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926284	926632	-	XP_012647577.1		XM_012792123.1	Enhancer of rudimentary		24423584	BMR1_01G02551_2	309	102	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926838	928192	+						24423585	BMR1_01G02565	1355		partial;old_locus_tag=BBM_I02565
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926838	928192	+	XM_021482903.1		XP_021337492.1	hypothetical protein		24423585	BMR1_01G02565	1092	1092	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	926838	928192	+	XP_021337492.1		XM_021482903.1	hypothetical protein		24423585	BMR1_01G02565	1092	363	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	928483	931394	-						24423586	BMR1_01G02570	2912		partial;old_locus_tag=BBM_I02570
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	928483	931394	-	XM_012792125.1		XP_012647579.1	DNA excision repair protein ERCC-3		24423586	BMR1_01G02570	2253	2253	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	928483	931394	-	XP_012647579.1		XM_012792125.1	DNA excision repair protein ERCC-3		24423586	BMR1_01G02570	2253	750	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	932270	934276	-						24423587	BMR1_01G02575	2007		partial;old_locus_tag=BBM_I02575
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	932270	934276	-	XM_012792126.1		XP_012647580.1			24423587	BMR1_01G02575	2007	2007	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	932270	934276	-	XP_012647580.1		XM_012792126.1	dynamin GTPase		24423587	BMR1_01G02575	2007	668	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	935236	935943	-						24423588	BMR1_01G02580	708		partial;old_locus_tag=BBM_I02580
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	935236	935943	-	XM_021482904.1		XP_021337493.1	Polyubiquitin-B		24423588	BMR1_01G02580	561	561	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	935236	935943	-	XP_021337493.1		XM_021482904.1	Polyubiquitin-B		24423588	BMR1_01G02580	561	186	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	936015	938060	+						24423589	BMR1_01G02585	2046		partial;old_locus_tag=BBM_I02585
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	936015	938060	+	XM_012792128.1		XP_012647582.1			24423589	BMR1_01G02585	2046	2046	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	936015	938060	+	XP_012647582.1		XM_012792128.1	hypothetical protein		24423589	BMR1_01G02585	2046	681	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	938325	939245	+						24423590	BMR1_01G02590	921		partial;old_locus_tag=BBM_I02590
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	938325	939245	+	XM_012792129.1		XP_012647583.1			24423590	BMR1_01G02590	921	921	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	938325	939245	+	XP_012647583.1		XM_012792129.1	solute carrier family 25 (mitochondrial carrier, adenine nucleotide)		24423590	BMR1_01G02590	921	306	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	939489	939719	+						33043618	BMR1_01G02591	231		partial
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	939489	939719	+	XM_021482905.1		XP_021337494.1			33043618	BMR1_01G02591	231	231	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	939489	939719	+	XP_021337494.1		XM_021482905.1	hypothetical protein		33043618	BMR1_01G02591	231	76	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	940439	941911	+						24423591	BMR1_01G02595	1473		partial;old_locus_tag=BBM_I02595
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	940439	941911	+	XM_012792130.1		XP_012647584.1	Cysteine proteinase		24423591	BMR1_01G02595	1473	1473	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	940439	941911	+	XP_012647584.1		XM_012792130.1	Cysteine proteinase		24423591	BMR1_01G02595	1473	490	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	942836	944491	+						24423592	BMR1_01G02600	1656		partial;old_locus_tag=BBM_I02600
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	942836	944491	+	XM_012792131.1		XP_012647585.1	Protein tyrosine kinase		24423592	BMR1_01G02600	1164	1164	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	942836	944491	+	XP_012647585.1		XM_012792131.1	Protein tyrosine kinase		24423592	BMR1_01G02600	1164	387	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	944674	946077	+						24423593	BMR1_01G02610	1404		partial;old_locus_tag=BBM_I02610
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	944674	946077	+	XM_012792132.1		XP_012647586.1			24423593	BMR1_01G02610	1404	1404	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	944674	946077	+	XP_012647586.1		XM_012792132.1	conserved Plasmodium protein, unknown function		24423593	BMR1_01G02610	1404	467	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946119	946677	-						24423594	BMR1_01G02611	559		partial;old_locus_tag=BBM_I02615
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946119	946677	-	XM_021482906.1		XP_021337495.1	conserved Plasmodium protein, unknown function		24423594	BMR1_01G02611	495	495	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946119	946677	-	XP_021337495.1		XM_021482906.1	conserved Plasmodium protein, unknown function		24423594	BMR1_01G02611	495	164	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946647	947550	-						24423595	BMR1_01G02611_2	904		partial;old_locus_tag=BBM_I02620
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946647	947550	-	XM_012792134.1		XP_012647588.1	RNA pseudouridylate synthase, putative		24423595	BMR1_01G02611_2	798	798	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	946647	947550	-	XP_012647588.1		XM_012792134.1	RNA pseudouridylate synthase, putative		24423595	BMR1_01G02611_2	798	265	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	947461	950029	+						24423596	BMR1_01G02625	2569		partial;old_locus_tag=BBM_I02625
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	947461	950029	+	XM_021482907.1		XP_021337496.1	Rab-GTPase-TBC domain		24423596	BMR1_01G02625	2379	2379	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	947461	950029	+	XP_021337496.1		XM_021482907.1	Rab-GTPase-TBC domain		24423596	BMR1_01G02625	2379	792	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	950498	951581	+						24423597	BMR1_01G02630	1084		partial;old_locus_tag=BBM_I02630
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	950498	951581	+	XM_021482908.1		XP_021337497.1	hypothetical protein		24423597	BMR1_01G02630	1044	1044	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	950498	951581	+	XP_021337497.1		XM_021482908.1	hypothetical protein		24423597	BMR1_01G02630	1044	347	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	951714	953690	-						24423598	BMR1_01G02635	1977		partial;old_locus_tag=BBM_I02635
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	951714	953690	-	XM_012792137.1		XP_012647591.1	pyruvate kinase		24423598	BMR1_01G02635	1977	1977	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	951714	953690	-	XP_012647591.1		XM_012792137.1	pyruvate kinase		24423598	BMR1_01G02635	1977	658	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	953767	954219	+						24423599	BMR1_01G02640	453		partial;old_locus_tag=BBM_I02640
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	953767	954219	+	XM_012792138.1		XP_012647592.1	hypothetical protein		24423599	BMR1_01G02640	432	432	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	953767	954219	+	XP_012647592.1		XM_012792138.1	hypothetical protein		24423599	BMR1_01G02640	432	143	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	954251	955273	+						24423600	BMR1_01G02645	1023		partial;old_locus_tag=BBM_I02645
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	954251	955273	+	XM_012792139.1		XP_012647593.1			24423600	BMR1_01G02645	1023	1023	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	954251	955273	+	XP_012647593.1		XM_012792139.1	hypothetical protein		24423600	BMR1_01G02645	1023	340	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	955358	957600	-						24423601	BMR1_01G02650	2243		partial;old_locus_tag=BBM_I02650
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	955358	957600	-	XM_021482909.1		XP_021337498.1	conserved Plasmodium protein, unknown function		24423601	BMR1_01G02650	1995	1995	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	955358	957600	-	XP_021337498.1		XM_021482909.1	conserved Plasmodium protein, unknown function		24423601	BMR1_01G02650	1995	664	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	957688	960920	+						24423602	BMR1_01G02655	3233		partial;old_locus_tag=BBM_I02655
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	957688	960920	+	XM_021482910.1		XP_021337499.1	RAP protein, putative		24423602	BMR1_01G02655	2622	2622	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	957688	960920	+	XP_021337499.1		XM_021482910.1	RAP protein, putative		24423602	BMR1_01G02655	2622	873	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	960988	961425	+						24423603	BMR1_01G02660	438		partial;old_locus_tag=BBM_I02660
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	960988	961425	+	XM_012792142.1		XP_012647596.1			24423603	BMR1_01G02660	438	438	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	960988	961425	+	XP_012647596.1		XM_012792142.1	conserved Plasmodium protein, unknown function		24423603	BMR1_01G02660	438	145	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	961655	965108	+						24423604	BMR1_01G02670	3454		partial;old_locus_tag=BBM_I02670
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	961655	965108	+	XM_021482911.1		XP_021337500.1	Putative serine esterase (DUF676)		24423604	BMR1_01G02670	2637	2637	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	961655	965108	+	XP_021337500.1		XM_021482911.1	Putative serine esterase (DUF676)		24423604	BMR1_01G02670	2637	878	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	965415	966759	+						24423605	BMR1_01G02675	1345		partial;old_locus_tag=BBM_I02675
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	965415	966759	+	XM_021482912.1		XP_021337501.1	DNA damage-inducible protein 1		24423605	BMR1_01G02675	1200	1200	partial
CDS	with_protein	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	965415	966759	+	XP_021337501.1		XM_021482912.1	DNA damage-inducible protein 1		24423605	BMR1_01G02675	1200	399	
gene	protein_coding	GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	966975	967995	-						24423606	BMR1_01G02680	1021		partial;old_locus_tag=BBM_I02680
mRNA		GCF_000691945.2	Primary Assembly	chromosome	I	NC_027205.1	966975	967995	-	XM_021482913.1		XP_021337502.1	conserved Plasmodium membrane protein, unknown function		24423606	BMR1_01G02680	972	972	partial
