# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	106605	113945	-	XP_028872523.1		XM_029014867.1	putative phospholipid-transporting ATPase 5		39878345	BXIN_0928	7341	2446	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	114976	116916	+					elmoB	39878346	BXIN_0929	1941		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	114976	116916	+	XM_029014868.1		XP_028872524.1	ELMO domain-containing protein B	elmoB	39878346	BXIN_0929	1050	1050	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	114976	116916	+	XP_028872524.1		XM_029014868.1	ELMO domain-containing protein B	elmoB	39878346	BXIN_0929	1050	349	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	119448	121796	-						39878347	BXIN_0930	2349		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	119448	121796	-	XM_029014869.1		XP_028872520.1	uncharacterized protein		39878347	BXIN_0930	2349	2349	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	119448	121796	-	XP_028872520.1		XM_029014869.1	uncharacterized protein		39878347	BXIN_0930	2349	782	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	122637	123150	+						39878348	BXIN_0931	514		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	122637	123150	+	XM_029014870.1		XP_028872519.1	uncharacterized protein		39878348	BXIN_0931	297	297	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	122637	123150	+	XP_028872519.1		XM_029014870.1	uncharacterized protein		39878348	BXIN_0931	297	98	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	123375	125186	-						39878349	BXIN_0932	1812		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	123375	125186	-	XM_029014871.1		XP_028872518.1	uncharacterized protein		39878349	BXIN_0932	1812	1812	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	123375	125186	-	XP_028872518.1		XM_029014871.1	uncharacterized protein		39878349	BXIN_0932	1812	603	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	125542	127078	-						39878350	BXIN_0933	1537		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	125542	127078	-	XM_029014872.1		XP_028872517.1	uncharacterized protein		39878350	BXIN_0933	1356	1356	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	125542	127078	-	XP_028872517.1		XM_029014872.1	uncharacterized protein		39878350	BXIN_0933	1356	451	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	128022	130043	+						39878351	BXIN_0934	2022		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	128022	130043	+	XM_029014873.1		XP_028872516.1	uncharacterized protein		39878351	BXIN_0934	2022	2022	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	128022	130043	+	XP_028872516.1		XM_029014873.1	uncharacterized protein		39878351	BXIN_0934	2022	673	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	130110	131658	-						39878352	BXIN_0935	1549		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	130110	131658	-	XM_029014874.1		XP_028872515.1	Kelch domain-containing protein 3		39878352	BXIN_0935	1326	1326	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	130110	131658	-	XP_028872515.1		XM_029014874.1	Kelch domain-containing protein 3		39878352	BXIN_0935	1326	441	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	132094	133897	+						39878353	BXIN_0936	1804		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	132094	133897	+	XM_029014875.1		XP_028872514.1	uncharacterized protein		39878353	BXIN_0936	1569	1569	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	132094	133897	+	XP_028872514.1		XM_029014875.1	uncharacterized protein		39878353	BXIN_0936	1569	522	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	135676	136585	-						39878354	BXIN_0937	910		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	135676	136585	-	XM_029014876.1		XP_028872513.1	uncharacterized protein		39878354	BXIN_0937	540	540	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	135676	136585	-	XP_028872513.1		XM_029014876.1	uncharacterized protein		39878354	BXIN_0937	540	179	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	136811	138280	-						39878355	BXIN_0938	1470		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	136811	138280	-	XM_029014877.1		XP_028872522.1	Hexokinase		39878355	BXIN_0938	1470	1470	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	136811	138280	-	XP_028872522.1		XM_029014877.1	Hexokinase		39878355	BXIN_0938	1470	489	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	139307	142351	+						39878356	BXIN_0939	3045		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	139307	142351	+	XM_029014878.1		XP_028872521.1	uncharacterized protein		39878356	BXIN_0939	3045	3045	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	139307	142351	+	XP_028872521.1		XM_029014878.1	uncharacterized protein		39878356	BXIN_0939	3045	1014	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	142850	144467	+						39878357	BXIN_0940	1618		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	142850	144467	+	XM_029014879.1		XP_028872548.1	uncharacterized protein		39878357	BXIN_0940	1545	1545	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	142850	144467	+	XP_028872548.1		XM_029014879.1	uncharacterized protein		39878357	BXIN_0940	1545	514	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	144643	145674	-					rnh-2	39878358	BXIN_0941	1032		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	144643	145674	-	XM_029014880.1		XP_028872549.1	Ribonuclease H2 subunit A	rnh-2	39878358	BXIN_0941	891	891	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	144643	145674	-	XP_028872549.1		XM_029014880.1	Ribonuclease H2 subunit A	rnh-2	39878358	BXIN_0941	891	296	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	146185	147377	+						39878359	BXIN_0942	1193		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	146185	147377	+	XM_029014881.1		XP_028872546.1	putative exonuclease V		39878359	BXIN_0942	1158	1158	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	146185	147377	+	XP_028872546.1		XM_029014881.1	putative exonuclease V		39878359	BXIN_0942	1158	385	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	147697	148749	+					imp4	39878360	BXIN_0943	1053		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	147697	148749	+	XM_029014882.1		XP_028872547.1	U3 small nucleolar ribonucleoprotein imp4	imp4	39878360	BXIN_0943	882	882	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	147697	148749	+	XP_028872547.1		XM_029014882.1	U3 small nucleolar ribonucleoprotein imp4	imp4	39878360	BXIN_0943	882	293	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	148924	150282	-						39878361	BXIN_0944	1359		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	148924	150282	-	XM_029014883.1		XP_028872545.1	uncharacterized protein		39878361	BXIN_0944	1359	1359	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	148924	150282	-	XP_028872545.1		XM_029014883.1	uncharacterized protein		39878361	BXIN_0944	1359	452	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	152867	155956	-						39878362	BXIN_0945	3090		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	152867	155956	-	XM_029014884.1		XP_028872493.1	Origin recognition complex subunit 2		39878362	BXIN_0945	2010	2010	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	152867	155956	-	XP_028872493.1		XM_029014884.1	Origin recognition complex subunit 2		39878362	BXIN_0945	2010	669	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	156862	159898	+						39878363	BXIN_0946	3037		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	156862	159898	+	XM_029014885.1		XP_028872543.1	DnaJ protein ERDJ3B		39878363	BXIN_0946	2565	2565	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	156862	159898	+	XP_028872543.1		XM_029014885.1	DnaJ protein ERDJ3B		39878363	BXIN_0946	2565	854	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	159965	160552	+						39878364	BXIN_0947	588		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	159965	160552	+	XM_029014886.1		XP_028872544.1	uncharacterized protein		39878364	BXIN_0947	588	588	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	159965	160552	+	XP_028872544.1		XM_029014886.1	uncharacterized protein		39878364	BXIN_0947	588	195	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	160907	162562	+						39878365	BXIN_0948	1656		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	160907	162562	+	XM_029014887.1		XP_028872541.1	uncharacterized protein		39878365	BXIN_0948	1656	1656	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	160907	162562	+	XP_028872541.1		XM_029014887.1	uncharacterized protein		39878365	BXIN_0948	1656	551	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	162616	164571	-					gatB	39878366	BXIN_0949	1956		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	162616	164571	-	XM_029014888.1		XP_028872542.1	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB	39878366	BXIN_0949	1956	1956	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	162616	164571	-	XP_028872542.1		XM_029014888.1	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB	39878366	BXIN_0949	1956	651	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	165002	166420	+						39878367	BXIN_0950	1419		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	165002	166420	+	XM_029014889.1		XP_028872538.1	uncharacterized protein		39878367	BXIN_0950	1059	1059	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	165002	166420	+	XP_028872538.1		XM_029014889.1	uncharacterized protein		39878367	BXIN_0950	1059	352	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	167093	168923	+					gtpbp3	39878368	BXIN_0951	1831		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	167093	168923	+	XM_029014890.1		XP_028872537.1	putative tRNA modification GTPase	gtpbp3	39878368	BXIN_0951	1605	1605	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	167093	168923	+	XP_028872537.1		XM_029014890.1	putative tRNA modification GTPase	gtpbp3	39878368	BXIN_0951	1605	534	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	169407	170024	-						39878369	BXIN_0952	618		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	169407	170024	-	XM_029014891.1		XP_028872540.1	uncharacterized protein		39878369	BXIN_0952	618	618	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	169407	170024	-	XP_028872540.1		XM_029014891.1	uncharacterized protein		39878369	BXIN_0952	618	205	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	171071	172670	+						39878370	BXIN_0953	1600		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	171071	172670	+	XM_029014892.1		XP_028872539.1	Nedd8-activating enzyme E1 catalytic subunit		39878370	BXIN_0953	1185	1185	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	171071	172670	+	XP_028872539.1		XM_029014892.1	Nedd8-activating enzyme E1 catalytic subunit		39878370	BXIN_0953	1185	394	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	172826	174756	-						39878371	BXIN_0954	1931		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	172826	174756	-	XM_029014893.1		XP_028872534.1	uncharacterized protein		39878371	BXIN_0954	1713	1713	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	172826	174756	-	XP_028872534.1		XM_029014893.1	uncharacterized protein		39878371	BXIN_0954	1713	570	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	176023	176562	-						39878372	BXIN_0955	540		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	176023	176562	-	XM_029014894.1		XP_028872533.1	uncharacterized protein		39878372	BXIN_0955	540	540	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	176023	176562	-	XP_028872533.1		XM_029014894.1	uncharacterized protein		39878372	BXIN_0955	540	179	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	177794	180151	+						39878373	BXIN_0956	2358		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	177794	180151	+	XM_029014895.1		XP_028872536.1	uncharacterized protein		39878373	BXIN_0956	2358	2358	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	177794	180151	+	XP_028872536.1		XM_029014895.1	uncharacterized protein		39878373	BXIN_0956	2358	785	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	181476	184133	+						39878374	BXIN_0957	2658		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	181476	184133	+	XM_029014896.1		XP_028872535.1	uncharacterized protein		39878374	BXIN_0957	2658	2658	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639240.1	181476	184133	+	XP_028872535.1		XM_029014896.1	uncharacterized protein		39878374	BXIN_0957	2658	885	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	2022	2594	-						39878375	BXIN_0962	573		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	2022	2594	-	XM_029014897.1		XP_028872647.1	40S ribosomal protein S17		39878375	BXIN_0962	399	399	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	2022	2594	-	XP_028872647.1		XM_029014897.1	40S ribosomal protein S17		39878375	BXIN_0962	399	132	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	3365	8078	+						39878376	BXIN_0963	4714		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	3365	8078	+	XM_029014898.1		XP_028872675.1	uncharacterized protein		39878376	BXIN_0963	2625	2625	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	3365	8078	+	XP_028872675.1		XM_029014898.1	uncharacterized protein		39878376	BXIN_0963	2625	874	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	8095	9170	-					mak16l	39878377	BXIN_0964	1076		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	8095	9170	-	XM_029014899.1		XP_028872643.1	Protein MAK16 -like protein	mak16l	39878377	BXIN_0964	669	669	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	8095	9170	-	XP_028872643.1		XM_029014899.1	Protein MAK16 -like protein	mak16l	39878377	BXIN_0964	669	222	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	9741	11601	+					atad3-b	39878378	BXIN_0965	1861		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	9741	11601	+	XM_029014900.1		XP_028872644.1	ATPase family AAA domain-containing protein 3-B	atad3-b	39878378	BXIN_0965	1707	1707	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	9741	11601	+	XP_028872644.1		XM_029014900.1	ATPase family AAA domain-containing protein 3-B	atad3-b	39878378	BXIN_0965	1707	568	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	11719	13887	-						39878379	BXIN_0966	2169		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	11719	13887	-	XM_029014901.1		XP_028872645.1	uncharacterized protein		39878379	BXIN_0966	1881	1881	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	11719	13887	-	XP_028872645.1		XM_029014901.1	uncharacterized protein		39878379	BXIN_0966	1881	626	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	14444	16150	+						39878380	BXIN_0967	1707		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	14444	16150	+	XM_029014902.1		XP_028872646.1	Cyclin-dependent kinase 2		39878380	BXIN_0967	1707	1707	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	14444	16150	+	XP_028872646.1		XM_029014902.1	Cyclin-dependent kinase 2		39878380	BXIN_0967	1707	568	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	17371	18412	+						39878381	BXIN_0968	1042		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	17371	18412	+	XM_029014903.1		XP_028872676.1	uncharacterized protein		39878381	BXIN_0968	600	600	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	17371	18412	+	XP_028872676.1		XM_029014903.1	uncharacterized protein		39878381	BXIN_0968	600	199	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	18649	24600	-						39878382	BXIN_0969	5952		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	18649	24600	-	XM_029014904.1		XP_028872677.1	Inosine triphosphate pyrophosphatase		39878382	BXIN_0969	4032	4032	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	18649	24600	-	XP_028872677.1		XM_029014904.1	Inosine triphosphate pyrophosphatase		39878382	BXIN_0969	4032	1343	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	24726	28823	+						39878383	BXIN_0970	4098		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	24726	28823	+	XM_029014905.1		XP_028872651.1	uncharacterized protein		39878383	BXIN_0970	4098	4098	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	24726	28823	+	XP_028872651.1		XM_029014905.1	uncharacterized protein		39878383	BXIN_0970	4098	1365	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	28953	33977	-						39878384	BXIN_0971	5025		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	28953	33977	-	XM_029014906.1		XP_028872650.1	uncharacterized protein		39878384	BXIN_0971	5025	5025	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	28953	33977	-	XP_028872650.1		XM_029014906.1	uncharacterized protein		39878384	BXIN_0971	5025	1674	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	34358	35270	-						39878385	BXIN_0972	913		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	34358	35270	-	XM_029014907.1		XP_028872649.1	40S ribosomal protein S3a		39878385	BXIN_0972	795	795	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	34358	35270	-	XP_028872649.1		XM_029014907.1	40S ribosomal protein S3a		39878385	BXIN_0972	795	264	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	36399	37892	-					tuf	39878386	BXIN_0973	1494		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	36399	37892	-	XM_029014908.1		XP_028872648.1	Elongation factor Tu	tuf	39878386	BXIN_0973	1494	1494	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	36399	37892	-	XP_028872648.1		XM_029014908.1	Elongation factor Tu	tuf	39878386	BXIN_0973	1494	497	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	38394	43688	-						39878387	BXIN_0974	5295		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	38394	43688	-	XM_029014909.1		XP_028872655.1	DNA topoisomerase 3-alpha		39878387	BXIN_0974	3885	3885	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	38394	43688	-	XP_028872655.1		XM_029014909.1	DNA topoisomerase 3-alpha		39878387	BXIN_0974	3885	1294	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	44425	45489	+						39878388	BXIN_0975	1065		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	44425	45489	+	XM_029014910.1		XP_028872654.1	uncharacterized protein		39878388	BXIN_0975	927	927	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	44425	45489	+	XP_028872654.1		XM_029014910.1	uncharacterized protein		39878388	BXIN_0975	927	308	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	45558	47786	-						39878389	BXIN_0976	2229		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	45558	47786	-	XM_029014911.1		XP_028872653.1	Vacuolar protein sorting-associated protein 52 A		39878389	BXIN_0976	2193	2193	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	45558	47786	-	XP_028872653.1		XM_029014911.1	Vacuolar protein sorting-associated protein 52 A		39878389	BXIN_0976	2193	730	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	48444	49307	-						39878390	BXIN_0977	864		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	48444	49307	-	XM_029014912.1		XP_028872652.1	uncharacterized protein		39878390	BXIN_0977	387	387	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	48444	49307	-	XP_028872652.1		XM_029014912.1	uncharacterized protein		39878390	BXIN_0977	387	128	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49312	49662	+						39878391	BXIN_0978	351		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49312	49662	+	XM_029014913.1		XP_028872657.1	uncharacterized protein		39878391	BXIN_0978	351	351	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49312	49662	+	XP_028872657.1		XM_029014913.1	uncharacterized protein		39878391	BXIN_0978	351	116	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49766	50125	+						39878392	BXIN_0979	360		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49766	50125	+	XM_029014914.1		XP_028872656.1	uncharacterized protein		39878392	BXIN_0979	360	360	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	49766	50125	+	XP_028872656.1		XM_029014914.1	uncharacterized protein		39878392	BXIN_0979	360	119	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	50222	50767	-						39878393	BXIN_0980	546		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	50222	50767	-	XM_029014915.1		XP_028872682.1	60S ribosomal protein L23a		39878393	BXIN_0980	465	465	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	50222	50767	-	XP_028872682.1		XM_029014915.1	60S ribosomal protein L23a		39878393	BXIN_0980	465	154	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	51614	52916	-						39878394	BXIN_0981	1303		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	51614	52916	-	XM_029014916.1		XP_028872683.1	uncharacterized protein		39878394	BXIN_0981	1227	1227	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	51614	52916	-	XP_028872683.1		XM_029014916.1	uncharacterized protein		39878394	BXIN_0981	1227	408	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	53162	55283	-						39878395	BXIN_0982	2122		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	53162	55283	-	XM_029014917.1		XP_028872680.1	uncharacterized protein		39878395	BXIN_0982	1866	1866	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	53162	55283	-	XP_028872680.1		XM_029014917.1	uncharacterized protein		39878395	BXIN_0982	1866	621	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639235.1	56209	56940	+						39878396	BXIN_0983	732		partial
