# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2988152	2989175	+	XP_028865914.1		XM_029010081.1	uncharacterized protein		39873441	BOVATA_011640	876	291	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2995795	2996301	-						39873442	BOVATA_011650	507		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2995795	2996301	-	XM_029010082.1		XP_028865915.1	ribosome binding protein		39873442	BOVATA_011650	507	507	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2995795	2996301	-	XP_028865915.1		XM_029010082.1	ribosome binding protein		39873442	BOVATA_011650	507	168	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2996805	2999332	+						39873443	BOVATA_011660	2528		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2996805	2999332	+	XM_029010083.1		XP_028865916.1	major facilitator superfamily member protein		39873443	BOVATA_011660	1347	1347	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2996805	2999332	+	XP_028865916.1		XM_029010083.1	major facilitator superfamily member protein		39873443	BOVATA_011660	1347	448	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2999972	3002306	+						39873444	BOVATA_011670	2335		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2999972	3002306	+	XM_029010084.1		XP_028865917.1	ribosomal protein RPL11		39873444	BOVATA_011670	1107	1107	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	2999972	3002306	+	XP_028865917.1		XM_029010084.1	ribosomal protein RPL11		39873444	BOVATA_011670	1107	368	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3002885	3004361	+						39873445	BOVATA_011680	1477		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3002885	3004361	+	XM_029010085.1		XP_028865918.1	uncharacterized protein		39873445	BOVATA_011680	1044	1044	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3002885	3004361	+	XP_028865918.1		XM_029010085.1	uncharacterized protein		39873445	BOVATA_011680	1044	347	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3004681	3007152	-						39873446	BOVATA_011690	2472		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3004681	3007152	-	XM_029010086.1		XP_028865919.1	uncharacterized protein		39873446	BOVATA_011690	2433	2433	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3004681	3007152	-	XP_028865919.1		XM_029010086.1	uncharacterized protein		39873446	BOVATA_011690	2433	810	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3008247	3009074	-						39873447	BOVATA_011700	828		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3008247	3009074	-	XM_029010087.1		XP_028865920.1	uncharacterized protein		39873447	BOVATA_011700	828	828	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3008247	3009074	-	XP_028865920.1		XM_029010087.1	uncharacterized protein		39873447	BOVATA_011700	828	275	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3009533	3010912	+						39873448	BOVATA_011710	1380		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3009533	3010912	+	XM_029010088.1		XP_028865921.1	Ribosome maturation SBDS		39873448	BOVATA_011710	1311	1311	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3009533	3010912	+	XP_028865921.1		XM_029010088.1	Ribosome maturation SBDS		39873448	BOVATA_011710	1311	436	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3011422	3014020	+						39873449	BOVATA_011720	2599		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3011422	3014020	+	XM_029010089.1		XP_028865922.1	elongation factor G		39873449	BOVATA_011720	1977	1977	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3011422	3014020	+	XP_028865922.1		XM_029010089.1	elongation factor G		39873449	BOVATA_011720	1977	658	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015145	3016451	-						39873450	BOVATA_011730	1307		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015145	3016451	-	XM_029010090.1		XP_028865923.1	von Willebrand factor type A, putative		39873450	BOVATA_011730	960	960	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015145	3016451	-	XP_028865923.1		XM_029010090.1	von Willebrand factor type A, putative		39873450	BOVATA_011730	960	319	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015154	3015987	+						39873451	BOVATA_011740	834		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015154	3015987	+	XM_029010091.1		XP_028865924.1	spherical body protein, putative		39873451	BOVATA_011740	834	834	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3015154	3015987	+	XP_028865924.1		XM_029010091.1	spherical body protein, putative		39873451	BOVATA_011740	834	277	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3016165	3017474	+						39873452	BOVATA_011750	1310		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3016165	3017474	+	XM_029010092.1		XP_028865925.1	fibronectin type III domain containing 3C1-like, putative		39873452	BOVATA_011750	522	522	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3016165	3017474	+	XP_028865925.1		XM_029010092.1	fibronectin type III domain containing 3C1-like, putative		39873452	BOVATA_011750	522	173	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017064	3017465	-						39873453	BOVATA_011760	402		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017064	3017465	-	XM_029010093.1		XP_028865926.1	FAD-dependent oxidoreductase, putative		39873453	BOVATA_011760	402	402	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017064	3017465	-	XP_028865926.1		XM_029010093.1	FAD-dependent oxidoreductase, putative		39873453	BOVATA_011760	402	133	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017714	3018322	-						39873455	BOVATA_011780	609		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017714	3018322	-	XM_029010094.1		XP_028865927.1	ribosomal protein RPL13		39873455	BOVATA_011780	609	609	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3017714	3018322	-	XP_028865927.1		XM_029010094.1	ribosomal protein RPL13		39873455	BOVATA_011780	609	202	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3018460	3019693	+						39873454	BOVATA_011770	1234		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3018460	3019693	+	XM_029010095.1		XP_028865928.1	ribosomal protein RPS16		39873454	BOVATA_011770	498	498	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3018460	3019693	+	XP_028865928.1		XM_029010095.1	ribosomal protein RPS16		39873454	BOVATA_011770	498	165	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3019202	3021049	-						39873456	BOVATA_011790	1848		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3019202	3021049	-	XM_029010096.1		XP_028865929.1	ATP synthase F1 gamma subunit		39873456	BOVATA_011790	1554	1554	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3019202	3021049	-	XP_028865929.1		XM_029010096.1	ATP synthase F1 gamma subunit		39873456	BOVATA_011790	1554	517	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3021538	3023433	+						39873457	BOVATA_011800	1896		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3021538	3023433	+	XM_029010097.1		XP_028865930.1	WD-40 repeat containing protein		39873457	BOVATA_011800	1722	1722	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3021538	3023433	+	XP_028865930.1		XM_029010097.1	WD-40 repeat containing protein		39873457	BOVATA_011800	1722	573	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3023860	3025873	+						39873458	BOVATA_011810	2014		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3023860	3025873	+	XM_029010098.1		XP_028865931.1	HEC Ndc80p family protein, putative		39873458	BOVATA_011810	1743	1743	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3023860	3025873	+	XP_028865931.1		XM_029010098.1	HEC Ndc80p family protein, putative		39873458	BOVATA_011810	1743	580	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3025877	3026779	-						39873459	BOVATA_011820	903		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3025877	3026779	-	XM_029010099.1		XP_028865932.1	uncharacterized protein		39873459	BOVATA_011820	903	903	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3025877	3026779	-	XP_028865932.1		XM_029010099.1	uncharacterized protein		39873459	BOVATA_011820	903	300	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027116	3027610	+						39873460	BOVATA_011830	495		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027116	3027610	+	XM_029010100.1		XP_028865933.1	uncharacterized protein		39873460	BOVATA_011830	495	495	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027116	3027610	+	XP_028865933.1		XM_029010100.1	uncharacterized protein		39873460	BOVATA_011830	495	164	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027781	3028641	-						39873461	BOVATA_011840	861		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027781	3028641	-	XM_029010101.1		XP_028865934.1	mediator complex subunit MED18, putative		39873461	BOVATA_011840	861	861	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3027781	3028641	-	XP_028865934.1		XM_029010101.1	mediator complex subunit MED18, putative		39873461	BOVATA_011840	861	286	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3029468	3031648	+						39873462	BOVATA_011850	2181		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3029468	3031648	+	XM_029010102.1		XP_028865935.1	bromodomain-containing protein		39873462	BOVATA_011850	2181	2181	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3029468	3031648	+	XP_028865935.1		XM_029010102.1	bromodomain-containing protein		39873462	BOVATA_011850	2181	726	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3030908	3031446	-						39873463	BOVATA_011860	539		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3030908	3031446	-	XM_029010103.1		XP_028865936.1	outer membrane porin, putative		39873463	BOVATA_011860	504	504	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3030908	3031446	-	XP_028865936.1		XM_029010103.1	outer membrane porin, putative		39873463	BOVATA_011860	504	167	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3035159	3037877	-						39873464	BOVATA_011870	2719		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3035159	3037877	-	XM_029010104.1		XP_028865937.1	DEAD DEAH box helicase domain-containing protein		39873464	BOVATA_011870	2538	2538	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3035159	3037877	-	XP_028865937.1		XM_029010104.1	DEAD DEAH box helicase domain-containing protein		39873464	BOVATA_011870	2538	845	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3038011	3038975	-						39873465	BOVATA_011880	965		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3038011	3038975	-	XM_029010105.1		XP_028865938.1	uncharacterized protein		39873465	BOVATA_011880	909	909	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3038011	3038975	-	XP_028865938.1		XM_029010105.1	uncharacterized protein		39873465	BOVATA_011880	909	302	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3039021	3039737	-						39873466	BOVATA_011890	717		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3039021	3039737	-	XM_029010106.1		XP_028865939.1	peptide chain release factor		39873466	BOVATA_011890	717	717	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3039021	3039737	-	XP_028865939.1		XM_029010106.1	peptide chain release factor		39873466	BOVATA_011890	717	238	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3040111	3041148	+						39873467	BOVATA_011900	1038		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3040111	3041148	+	XM_029010107.1		XP_028865940.1	BCCIP homolog, putative		39873467	BOVATA_011900	867	867	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3040111	3041148	+	XP_028865940.1		XM_029010107.1	BCCIP homolog, putative		39873467	BOVATA_011900	867	288	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3041693	3047723	+						39873468	BOVATA_011910	6031		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3041693	3047723	+	XM_029010108.1		XP_028865941.1	TGF beta receptor associated related, putative		39873468	BOVATA_011910	5121	5121	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3041693	3047723	+	XP_028865941.1		XM_029010108.1	TGF beta receptor associated related, putative		39873468	BOVATA_011910	5121	1706	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3045994	3046425	-						39873469	BOVATA_011920	432		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3045994	3046425	-	XM_029010109.1		XP_028865942.1	50S ribosomal protein L9, putative		39873469	BOVATA_011920	432	432	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3045994	3046425	-	XP_028865942.1		XM_029010109.1	50S ribosomal protein L9, putative		39873469	BOVATA_011920	432	143	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3048220	3051309	+						39873470	BOVATA_011930	3090		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3048220	3051309	+	XM_029010110.1		XP_028865943.1	serine threonine phosphatase		39873470	BOVATA_011930	2871	2871	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3048220	3051309	+	XP_028865943.1		XM_029010110.1	serine threonine phosphatase		39873470	BOVATA_011930	2871	956	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051408	3051940	+						39873471	BOVATA_011940	533		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051408	3051940	+	XM_029010111.1		XP_028865944.1	tetratricopeptide repeat containing domain-containing protein		39873471	BOVATA_011940	453	453	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051408	3051940	+	XP_028865944.1		XM_029010111.1	tetratricopeptide repeat containing domain-containing protein		39873471	BOVATA_011940	453	150	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051728	3052382	-						39873472	BOVATA_011950	655		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051728	3052382	-	XM_029010112.1		XP_028865945.1	phosphoesterase, putative		39873472	BOVATA_011950	249	249	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3051728	3052382	-	XP_028865945.1		XM_029010112.1	phosphoesterase, putative		39873472	BOVATA_011950	249	82	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052029	3052691	+						39873473	BOVATA_011960	663		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052029	3052691	+	XM_029010113.1		XP_028865946.1	tetratricopeptide repeat-containing protein		39873473	BOVATA_011960	663	663	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052029	3052691	+	XP_028865946.1		XM_029010113.1	tetratricopeptide repeat-containing protein		39873473	BOVATA_011960	663	220	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052790	3054680	-						39873474	BOVATA_011970	1891		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052790	3054680	-	XM_029010114.1		XP_028865947.1	glycerol-3-phosphate acyltransferase		39873474	BOVATA_011970	1782	1782	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3052790	3054680	-	XP_028865947.1		XM_029010114.1	glycerol-3-phosphate acyltransferase		39873474	BOVATA_011970	1782	593	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3055224	3057159	+						39873475	BOVATA_011980	1936		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3055224	3057159	+	XM_029010115.1		XP_028865948.1	mitochondrial ribosomal protein S22		39873475	BOVATA_011980	1062	1062	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3055224	3057159	+	XP_028865948.1		XM_029010115.1	mitochondrial ribosomal protein S22		39873475	BOVATA_011980	1062	353	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3062926	3064577	+						39873476	BOVATA_011990	1652		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3062926	3064577	+	XM_029010116.1		XP_028865949.1	DNA-directed RNA polymerase		39873476	BOVATA_011990	1107	1107	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3062926	3064577	+	XP_028865949.1		XM_029010116.1	DNA-directed RNA polymerase		39873476	BOVATA_011990	1107	368	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3065681	3067092	-						39873477	BOVATA_012000	1412		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3065681	3067092	-	XM_029010117.1		XP_028865950.1	major facilitator superfamily member protein		39873477	BOVATA_012000	1251	1251	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3065681	3067092	-	XP_028865950.1		XM_029010117.1	major facilitator superfamily member protein		39873477	BOVATA_012000	1251	416	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3074210	3074877	-						39873478	BOVATA_012010	668		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3074210	3074877	-	XM_029010118.1		XP_028865951.1	centrin		39873478	BOVATA_012010	528	528	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3074210	3074877	-	XP_028865951.1		XM_029010118.1	centrin		39873478	BOVATA_012010	528	175	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3076324	3089971	+						39873479	BOVATA_012020	13648		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3076324	3089971	+	XM_029010119.1		XP_028865952.1	ubiquitin ligase		39873479	BOVATA_012020	13509	13509	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3076324	3089971	+	XP_028865952.1		XM_029010119.1	ubiquitin ligase		39873479	BOVATA_012020	13509	4502	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3089189	3090157	-						39873480	BOVATA_012030	969		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3089189	3090157	-	XM_029010120.1		XP_028865953.1	uncharacterized protein		39873480	BOVATA_012030	969	969	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3089189	3090157	-	XP_028865953.1		XM_029010120.1	uncharacterized protein		39873480	BOVATA_012030	969	322	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3091004	3092761	-						39873481	BOVATA_012040	1758		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3091004	3092761	-	XM_029010121.1		XP_028865954.1	ribosomal processing protein		39873481	BOVATA_012040	1425	1425	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3091004	3092761	-	XP_028865954.1		XM_029010121.1	ribosomal processing protein		39873481	BOVATA_012040	1425	474	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3093517	3094210	+						39873482	BOVATA_012050	694		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3093517	3094210	+	XM_029010122.1		XP_028865955.1	signal peptide-containing protein, putative		39873482	BOVATA_012050	540	540	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3093517	3094210	+	XP_028865955.1		XM_029010122.1	signal peptide-containing protein, putative		39873482	BOVATA_012050	540	179	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3094553	3095122	+						39873483	BOVATA_012060	570		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3094553	3095122	+	XM_029010123.1		XP_028865956.1	RNA polymerase subunit		39873483	BOVATA_012060	438	438	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3094553	3095122	+	XP_028865956.1		XM_029010123.1	RNA polymerase subunit		39873483	BOVATA_012060	438	145	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095158	3095451	-						39873484	BOVATA_012070	294		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095158	3095451	-	XM_029010124.1		XP_028865957.1	dynein light chain		39873484	BOVATA_012070	294	294	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095158	3095451	-	XP_028865957.1		XM_029010124.1	dynein light chain		39873484	BOVATA_012070	294	97	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095659	3098625	-						39873485	BOVATA_012080	2967		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095659	3098625	-	XM_029010125.1		XP_028865958.1	eukaryotic translation initiation factor 3 subunit 10		39873485	BOVATA_012080	2967	2967	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3095659	3098625	-	XP_028865958.1		XM_029010125.1	eukaryotic translation initiation factor 3 subunit 10		39873485	BOVATA_012080	2967	988	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3096806	3098661	+						39873486	BOVATA_012090	1856		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3096806	3098661	+	XM_029010126.1		XP_028865959.1	chromate resistance protein, putative		39873486	BOVATA_012090	1785	1785	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3096806	3098661	+	XP_028865959.1		XM_029010126.1	chromate resistance protein, putative		39873486	BOVATA_012090	1785	594	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3099738	3102083	+						39873487	BOVATA_012100	2346		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3099738	3102083	+	XM_029010127.1		XP_028865960.1	RRP5 homolog		39873487	BOVATA_012100	2346	2346	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3099738	3102083	+	XP_028865960.1		XM_029010127.1	RRP5 homolog		39873487	BOVATA_012100	2346	781	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3102280	3103604	+						39873488	BOVATA_012110	1325		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3102280	3103604	+	XM_029010128.1		XP_028865961.1	pre-rRNA processing protein		39873488	BOVATA_012110	1209	1209	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3102280	3103604	+	XP_028865961.1		XM_029010128.1	pre-rRNA processing protein		39873488	BOVATA_012110	1209	402	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3104099	3105090	+						39873489	BOVATA_012120	992		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3104099	3105090	+	XM_029010129.1		XP_028865962.1	RNA-binding protein		39873489	BOVATA_012120	789	789	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3104099	3105090	+	XP_028865962.1		XM_029010129.1	RNA-binding protein		39873489	BOVATA_012120	789	262	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3105546	3108680	+						39873490	BOVATA_012130	3135		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3105546	3108680	+	XM_029010130.1		XP_028865963.1	zinc finger containing protein		39873490	BOVATA_012130	2718	2718	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3105546	3108680	+	XP_028865963.1		XM_029010130.1	zinc finger containing protein		39873490	BOVATA_012130	2718	905	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	3107589	3108635	-						39873491	BOVATA_012140	1047		partial
